Row Labels,1,2,4,8,16,32,63
Tuple,9.804617417,9.967148923,9.759706665,8.639314044,8.687520121,7.462770298,5.593061774
JSON,6.409944282,6.486087652,6.572591323,6.555330826,6.546890778,6.298052477,6.879663934


JSON,6.743699744,6.543804562,6.548079404,6.511425542,6.767279812,6.556719253,6.367295554
