Row Labels,1,2,4,8,16,32,63
Tuple,236.6071077,216.8406685,203.6819606,192.2726773,216.2584845,179.7175868,114.8609824
JSON,131.9150087,133.6360019,158.2685157,135.6588171,135.9631222,134.1098803,144.5528652


JSON,134.9425664,135.1824632,144.8757292,132.8388553,138.8530189,133.7352534,128.2971319
