Row Labels,1,2,4,8,16,32,64
Tuple,0.41029302,0.492599845,0.54022449,0.660201414,1.089642953,1.3931524,2.151398855
JSON,0.770419874,1.026617498,1.321253833,1.202052786,2.997387955,5.171788726,10.28250849


JSON,1.162695499,1.167567116,1.275373111,1.286141495,1.557926946,2.405904985,4.528501648
