Row Labels,1,2,4,8,16,32,64
Tuple,60.268544,68.313088,76.603392,93.134848,126.083072,190.578688,303.5136
JSON,84.426752,101.195776,141.312,221.495296,390.22592,682.868736,1365.696512


JSON,48,57,75,111,183,327,579
