Row Labels,0,1,2,4,8,16,32,64
Tuple,3.005455361,,,,,,,
JSON,15.22713302,15.2913902,15.6607374,15.51920101,15.58036736,15.41659494,15.44870053,15.53461621


JSON,19.37426958,19.08694987,18.92742255,18.88966879,18.82546631,18.87780304,19.12603153,19.21795523
