Row Labels,1,2,4,8,16,32,63
Tuple,1365.696512,1365.696512,1365.696512,1170.612224,1170.612224,1024.278528,744.947712
JSON,819.429376,819.429376,819.429376,819.429376,819.429376,819.429376,910.483456


JSON,714,715,717,721,729,745,773
