Row Labels,0,1,2,4,8,16,32,64
Tuple,206.4757035,,,,,,,
JSON,114.8537187,209.7169938,225.7828983,248.7932611,288.3450373,372.9045435,563.0295229,957.7190458


JSON,32.79770904,32.81353936,35.14688464,35.87544826,38.02795894,43.66196525,63.08723794,132.1511657
