Row Labels,0,1,2,4,8,16,32,64
Tuple,327.778304,,,,,,,
J-val,1365.696512,1365.696512,1365.696512,1365.696512,1365.696512,1365.696512,1365.696512,1365.696512


J-val,615,615,615,615,615,615,615,615
