Row Labels,2,4,8,16,32,64
T-Arr,57.92230938,59.03962535,59.61519153,60.68538901,65.2070414,71.7041132
T-Att,59.28407377,63.85039764,73.24556319,90.92578906,128.5617992,209.3117856
J-Arr,62.84703438,63.80883056,65.4862652,69.5561395,78.54850836,93.33136888
J-Att,62.34707685,63.27998683,66.21014632,72.18307081,84.80115554,114.0902021


J-Arr,9.842139036,10.52156014,11.91075106,15.0423013,19.78638713,27.99807867
J-Att,9.122196661,9.891369966,12.06227301,15.5892987,20.73638157,30.75761405
